"","Author","Source","Inhibitor","Name","ratetot","ratetot.source","ratefall","ratepreplantspring","rateatplantoremerg","ratesidedresspostemerg","ratesplit2","ratesplit3","apptime","split","dateN","datesplit","datesplit2","fallorspring","place","place2","slope","dateplant","dateharvest","state","country","county","LRR","MLRA","lat","lon","rot","till","MAP.worldclim..mm.","MAT","sseries","sclass","sorder","stext","stextgrp","sand","clay","pH","pHmeth","SOM","SOC","bulkdensity","WFPS","tempmax","tempmin","precipann","preciprep","precipest","irrig","irrigapp","drainage","n2o.days","n2o","n2o.source","n2o.n","n2o.sd","n2o.sd.source","n2o.se","n2o.se.source","n2o.per","n2o.yldsc","n2o.yldsc.source","n2o.yldsc.se","n2o.yldsc.se..source","yld","yield.source","yld.n","yld.sd","yld.sd.source","yld.se","yld.se.source","NUE","plotsize.m2","leach","leach.source","leach.n","leach.sd","leach.sd.source","leach.se","leach.se.source","leach.yldsc","leach.yldsc.se","reps","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9"
"174","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.68,"author",4,1.01,"calc/raw data","0.51","calc/raw data","37",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Ebelhar 07","UAN","none","UAN",67,"author",0,0,0,67,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.58,"author",4,0.95,"calc/raw data","0.47","calc/raw data","55.67",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Ebelhar 07","UAN","none","UAN",134,"author",0,0,0,134,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",12.38,"author",4,0.7,"calc/raw data","0.35","calc/raw data","42.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.94,"author",4,1.02,"calc/raw data","0.51","calc/raw data","45",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.55,"author",4,1.28,"calc/raw data","0.64","calc/raw data","35.92",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.89,"author",4,1.48,"calc/raw data","0.74","calc/raw data","44.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.78,"author",4,1.59,"calc/raw data","0.79","calc/raw data","37.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.06,"author",4,1.44,"calc/raw data","0.72","calc/raw data","30.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.53,"author",4,2.18,"calc/raw data","1.09","calc/raw data","27.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9.75,"author",4,1.07,"calc/raw data","0.53","calc/raw data","41.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/17/07","1/1/11","1/1/11","spring","broadcast","none","none","5/22/07","10/5/07","Illinois","USA","Pope","M","113",37.435,-88.669,"CC","tilled",1203,13.4,"Sharon silt loam","Coarse-silty, mixed, active, mesic Oxyaquic Dystrudepts","Inceptisol","silt loam","coarse",25,15,7,"water",2,1.16,1.4,".",39,-0.5,1349,"494.79",621,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.95,"author",4,1.52,"calc/raw data","0.76","calc/raw data","39.25",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",6.93,"author",4,1.41,"calc/raw data","0.7","calc/raw data","17.5",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.17,"author",4,0.64,"calc/raw data","0.32","calc/raw data","19.08",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.27,"author",4,1.03,"calc/raw data","0.51","calc/raw data","23.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.9,"author",4,0.09,"calc/raw data","0.05","calc/raw data","16.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.39,"author",4,0.48,"calc/raw data","0.24","calc/raw data","25.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.2,"author",4,0.99,"calc/raw data","0.49","calc/raw data","19.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.36,"author",4,0.81,"calc/raw data","0.4","calc/raw data","24.67",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.94,"author",4,1.31,"calc/raw data","0.66","calc/raw data","25.5",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Ebelhar 07","UAN","none","UAN",67,"author",0,0,0,67,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.29,"author",4,0.4,"calc/raw data","0.2","calc/raw data","23.5",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Ebelhar 07","UAN","none","UAN",134,"author",0,0,0,134,0,0,"sidedress","single",".","1/1/11","1/1/11","spring","subsurface band","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.51,"author",4,1.21,"calc/raw data","0.6","calc/raw data","21.92",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.58,"author",4,0.44,"calc/raw data","0.22","calc/raw data","28.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.13,"author",4,0.76,"calc/raw data","0.38","calc/raw data","18.75",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.2,"author",4,0.46,"calc/raw data","0.23","calc/raw data","22",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.23,"author",4,0.87,"calc/raw data","0.44","calc/raw data","19.58",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.74,"author",4,0.55,"calc/raw data","0.28","calc/raw data","31",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.06,"author",4,1.22,"calc/raw data","0.61","calc/raw data","18.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Ebelhar 07","UAN","thiosulfate","UAN cats",67,"author",0,0,67,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",6.67,"author",4,0.28,"calc/raw data","0.14","calc/raw data","13.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Ebelhar 07","UAN","thiosulfate","UAN cats",134,"author",0,0,134,0,0,0,"at planting","single","5/18/07","1/1/11","1/1/11","spring","broadcast","none","none","5/18/07","10/15/07","Illinois","USA","Massac","M","113",37.22,-88.71,"CC","tilled",1219,13.9,"Sciotoville silt loam","Fine-silty, mixed, active, mesic Aquic Fragiudalfs","Alfisol","silt loam","fine",27,20,6.4,"water",1.3,0.75,1.4,".",39,-0.5,1214,"425.2",572,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",7.22,"author",4,0.98,"calc/raw data","0.49","calc/raw data","11.17",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Ebelhar 07","UAN","none","UAN",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.52,"author",4,0.68,"calc/raw data","0.34","calc/raw data","45.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Ebelhar 07","UAN","none","UAN",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.63,"author",4,1.27,"calc/raw data","0.63","calc/raw data","40.5",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Ebelhar 07","UAN","NBPT","UAN+Agrotain",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",8.31,"author",4,0.54,"calc/raw data","0.27","calc/raw data","42.33",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Ebelhar 07","UAN","NBPT","UAN+Agrotain",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",10.77,"author",4,1.33,"calc/raw data","0.67","calc/raw data","41.67",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",67,"author",0,0,67,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",9,"author",4,2.01,"calc/raw data","1","calc/raw data","53.83",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Ebelhar 07","UAN","NBPT+DCD","UAN+Agrotain+",134,"author",0,0,134,0,0,0,"at planting","single","5/8/07","1/1/11","1/1/11","spring","broadcast incorp.","none","none","5/8/07","10/21/07","Illinois","USA","DeKalb","M","108A",41.8415,-88.8478,"CC","tilled",928,8.6,"Elpaso silty clay loam","Fine-silty, mixed, superactive, mesic Typic Endoaquolls","Mollisol","silty clay loam","fine",5,24,6,"water",4,2.32,1.35,".",32.5,-6.5,1065,"914.65",713,"rainfed","0","","N/A","N/A",".","N/A","N/A",".","N/A",".","N/A","N/A",".","N/A",".",11.34,"author",4,1,"calc/raw data","0.5","calc/raw data","46.42",".","N/A","","N/A","N/A","","N/A","","N/A","N/A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
